"open_date","scenario","iso3c"
NA,10,"UGA"
2020-06-20,11,"UGA"
2020-06-04,12,"UGA"
NA,1,"UKR"
2021-04-27,2,"UKR"
2020-09-30,3,"UKR"
NA,4,"UKR"
2020-07-09,5,"UKR"
2020-06-10,6,"UKR"
NA,7,"UKR"
2020-10-10,8,"UKR"
2020-09-23,9,"UKR"
NA,10,"UKR"
2020-06-20,11,"UKR"
2020-06-04,12,"UKR"
NA,1,"URY"
2021-04-27,2,"URY"
2020-09-30,3,"URY"
NA,4,"URY"
2020-07-09,5,"URY"
2020-06-10,6,"URY"
NA,7,"URY"
2020-10-10,8,"URY"
2020-09-23,9,"URY"
NA,10,"URY"
2020-06-20,11,"URY"
2020-06-04,12,"URY"
NA,1,"USA"
2021-04-27,2,"USA"
2020-09-30,3,"USA"
NA,4,"USA"
2020-07-09,5,"USA"
2020-06-10,6,"USA"
NA,7,"USA"
2020-10-10,8,"USA"
2020-09-23,9,"USA"
NA,10,"USA"
2020-06-20,11,"USA"
2020-06-04,12,"USA"
NA,1,"UZB"
2021-04-27,2,"UZB"
2020-09-30,3,"UZB"
NA,4,"UZB"
2020-07-09,5,"UZB"
2020-06-10,6,"UZB"
NA,7,"UZB"
2020-10-10,8,"UZB"
2020-09-23,9,"UZB"
NA,10,"UZB"
2020-06-20,11,"UZB"
2020-06-04,12,"UZB"
NA,1,"VCT"
2021-04-27,2,"VCT"
2020-09-30,3,"VCT"
NA,4,"VCT"
2020-07-09,5,"VCT"
2020-06-10,6,"VCT"
NA,7,"VCT"
2020-10-10,8,"VCT"
2020-09-23,9,"VCT"
NA,10,"VCT"
2020-06-20,11,"VCT"
2020-06-04,12,"VCT"
NA,1,"VEN"
2021-04-27,2,"VEN"
2020-09-30,3,"VEN"
NA,4,"VEN"
2020-07-09,5,"VEN"
2020-06-10,6,"VEN"
NA,7,"VEN"
2020-10-10,8,"VEN"
2020-09-23,9,"VEN"
NA,10,"VEN"
2020-06-20,11,"VEN"
2020-06-04,12,"VEN"
NA,1,"VNM"
2021-04-27,2,"VNM"
2020-09-30,3,"VNM"
NA,4,"VNM"
2020-07-09,5,"VNM"
2020-06-10,6,"VNM"
NA,7,"VNM"
2020-10-10,8,"VNM"
2020-09-23,9,"VNM"
NA,10,"VNM"
2020-06-20,11,"VNM"
2020-06-04,12,"VNM"
NA,1,"YEM"
2021-04-27,2,"YEM"
2020-09-30,3,"YEM"
NA,4,"YEM"
2020-07-09,5,"YEM"
2020-06-10,6,"YEM"
NA,7,"YEM"
2020-10-10,8,"YEM"
2020-09-23,9,"YEM"
NA,10,"YEM"
2020-06-20,11,"YEM"
2020-06-04,12,"YEM"
NA,1,"ZAF"
2021-04-27,2,"ZAF"
2020-09-30,3,"ZAF"
NA,4,"ZAF"
2020-07-09,5,"ZAF"
2020-06-10,6,"ZAF"
NA,7,"ZAF"
2020-10-10,8,"ZAF"
2020-09-23,9,"ZAF"
NA,10,"ZAF"
2020-06-20,11,"ZAF"
2020-06-04,12,"ZAF"
NA,1,"ZMB"
2021-04-27,2,"ZMB"
2020-09-30,3,"ZMB"
NA,4,"ZMB"
2020-07-09,5,"ZMB"
2020-06-10,6,"ZMB"
NA,7,"ZMB"
2020-10-10,8,"ZMB"
2020-09-23,9,"ZMB"
NA,10,"ZMB"
2020-06-20,11,"ZMB"
2020-06-04,12,"ZMB"
NA,1,"ZWE"
2021-04-27,2,"ZWE"
2020-09-30,3,"ZWE"
NA,4,"ZWE"
2020-07-09,5,"ZWE"
2020-06-10,6,"ZWE"
NA,7,"ZWE"
2020-10-10,8,"ZWE"
2020-09-23,9,"ZWE"
NA,10,"ZWE"
2020-06-20,11,"ZWE"
2020-06-04,12,"ZWE"
